web-scraper-order,web-scraper-start-url,title_raw,address_raw,price_raw,description_raw
"1678953524-637","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Ford Transit Custom Camper Umbau BJ 2022 mit Werks Garantie","Zürich, 8472, 26.02.2023","55'000.-","Zum Verkauf steht unser Ford Transit Custom, welchen wir zu einem Camper / Wohnmobil umgebaut haben.
Hierbei handelt es sich um ein Ford Transit Custom mit einem 2 Liter
Dieselmotor (6 Gänge Manuell) Vorderrad-Antrieb mit 131 PS.
Der Ford ist Baujahr 2022 und hat erst 9300 km gelaufen (nur
Langstrecke), zudem hat der Ford noch 2.5 Jahre oder bis 100'000 km Garantie.
 
FORD AUSSTATTUNG:
Bordcomputer, Radio/ Bluetooth/ USB (Apple Carplay/
Lenkradbedienung + Lederlenkrad, Touchscreen, DAB+, grosses Navi Packet
Holzboden mit integrierter Verzurrschiene im Boden,
Seitenwandverkleidungen
Regensensor, Heizbare Front + Heckscheiben, Fahrlichtautomatik
Dachträger Klappbar
Rückfahrkamera
Parksensoren vorne und hinten
Trennwand mit Fenster + Durchladeluke
Demontierbare Anhängerkupplung
Bremsassistent
Altanator verstärkt
Aussenspiegel elektrisch verstellbar und beheizt
Berganfahrhilfe
Nebelscheinwerfer mit Kurvenlicht
Klimaanlage
Seitenwindassistent
Start + Stop System abschaltbar
Tempomat + Geschwindigkeitsbegrenzer
Reserverad mit Bordwerkzeug
 
ZUM UMBAU:
Unter den Seitenwänden hat es eine schicht Alubutyl für die Geräuschdämmung und darüber eine Dicke schicht Armaflex für die Wärme-/Kälteisolierung
Seitenwände + Decke gefilzt
Stromversorgung über Alternator/Steckdose 12 Volt während Fahrt
oder 230 Volt über Landstrom
Vollgeladen reicht die Stromversorgung für 3-4 Tage ohne nachladen
230 Volt Wechselrichter 1000 Watt Dauerleistung 2x 2T13 Steckdosen
vorne + hinten
Kompressor Kühlschrank 75 Liter mit Gefrierschrank 12 Volt
4x Led-Laderaumbeleuchtung warmweiss
4x Led-Laderaumbeleuchtung kaltweiss
Beide Schaltbar über Hauptzentrale welche 12 Volt Steckdosen + USB-Anschlüsse
besitzen
Gaskochherd 2 Flammen mit Campinggas 6 Liter, Propan/Erdgas würde
auch funktionieren
Wasserkanister für Abwasch, Kochen, Duschen,
Ausziehbares Bett von 70 cm auf 140 cm mit 2 neuen Matratzen
Bett ist klappbar, damit man auch im Auto zum Gepäck/Auszug kommt
Stauraum neben dem Bett für Gepäck, Velos oder Motorrad
2x Schwerlastauszug (Ausgefahren bis 150 kg belastbar) hinten und
auf der Seite
Vorhangstange demontierbar
Fenster 2 stufen-verstellbar in Schiebetüre
Beim verwendeten Holz handelt es sich um sehr stabile Siebdruckplatten (12mm)

Alle verbauten Teile sind mittels Schrauben demontierbar, also könnte man alles problemlos herausnehmen und man hätte ein Originales Nutzfahrzeug.

Das Auto kann gerne besichtigt werden.
Preis verhandelbar.
Bei Fragen einfach Melden."
"1678953524-638","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Klassisches Vintage Herrenvelo ""Schuler Spezial""","Zürich, 8135, 26.02.2023","190.-","Ein gut ausgestattetes, klassisches Herrenrad von 1948 in schönem Originalzustand, sogar der originale Schlüssel ist noch erhalten. Reynolds-Rahmenrohre, Sturmey-Dreigangnabe und blau eloxierte Bremshebel. Nach kleinem Service strassentauglich, aber auch ein feines Sammlerstück oder nostalgisches Deko-Objekt. Abholung in Langnau am Albis. Habe noch mehrere alte und uralte Velos zu verkaufen."
"1678953524-639","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Vintage Klappvelo Faltrad Superlux","Zürich, 8135, 26.02.2023","140.-","Solche Klappräder waren um 1970 hochmodern, heute pure Nostalgie! Dieses klassische ""Superlux"" mit 3-Gangschaltung von Sturmey-Archer ist erstaunlich gut erhalten und nach einem kleinen Service auch strassentauglich. Ebenso passt das ein halbes Jahrhundert alte Velo in eine Sammlung oder als nostalgisches Deko-Objekt. Abholung in Langnau am Albis. Habe noch mehrere alte bis uralte Velos zu verkaufen."
"1678953524-640","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Vintage Damenvelo Liberté","Zürich, 8135, 26.02.2023","550.-","Dieses wunderschöne, klassische Damenvelo aus der unmittelbaren Nachkriegszeit (Firma Kapp, Modell ""Liberté"") wurde vor ca 40 Jahren von einem Fachmann auf guter Basis neu aufgebaut. Der Originallack ist ausserordentlich gut erhalten, diverse Chromteile und verbrauchte Komponenten mussten damals allerdings ersetzt werden. Die Kosten dafür beliefen sich auf rund 800.- Franken! Seither ungebraucht. Nach einem Service kann das Velo durchaus auf der Strasse gefahren werden; es eignet sich aber auch vorzüglich als nostalgisches Deko-Objekt oder als Sammlerstück. Abholung in Langnau am Albis. Habe noch weitere alte und uralte Velos zu verkaufen."
"1678953524-641","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Velokorb vorne braun (Gratis Lieferung) 2","Zürich, 8004, 26.02.2023","38.-","Gratis Versand innerhalb von ca. 2-4 Arbeitstagen!
Sind Sie interessiert? Sie können direkt über den Link bestellen oder uns per Kontaktformular kontaktieren.

KORB FÜR VELOS VORNE:

- Geflochtener Korb
- Zur Anbringung am Lenker
- Leichte Montage mit Bügeln
- Mit Tragegriff
- Masse: ca. 37 x 22 x 25 cm
- Farbe gemäss Abbildung


Art. 12662"
"1678953524-642","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Klassisches Rennvelo Jacques Anquetil","Zürich, 8135, 26.02.2023","180.-","Ein Velo der französischen Marke ""Cycles France-Loire"", gebaut zu Ehren des Champions Jacques Anquetil. Typisch nostalgische Ausrüstung, wie vor etwa einem halben Jahrhundert üblich (Collés etc.). Das Velo zeigt deutliche Spuren des Alters, kann aber nach einem Service gut auf der Strasse gefahren werden. Als Vintage-Deko-Objekt oder für Sammler ebenso geeignet. Abholung in Langnau am Albis bei Zürich. Habe noch weitere alte bis uralte Velos zu verkaufen."
"1678953524-643","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Klassisches Rennvelo Gregoire, Eroica, Vintage","Zürich, 8135, 26.02.2023","190.-","Dieses klassische Rennvelo der französischen Marke Grégoire aus der ""guten, alten Zeit"" vor etwa 50 Jahren ist recht gut erhalten und für Vintage-Veranstaltungen wie die ""Eroica"" prädestiniert. Normale 700C-Felgen, kann also (nach üblichem Service) auch problemlos im Alltag gebraucht werden. Abholen in Langnau am Albis. Habe noch weitere alte und uralte Velos zu verkaufen."
"1678953524-644","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Vintage-Velo DelPo","Zürich, 8135, 26.02.2023","190.-","Dieses klassische ""Gigolo-Velo"" ist rund ein halbes Jahrhundert alt und aus bestem Hause (P. Del Po, Zürich 4). Farbe und Beschriftung sind nicht nicht mehr neuwertig. Typisch für diese Fahrrad-Kategorie ist die Torpedo-Rücktrittnabe ohne Übersetzungen und der Kettenschutz für die Hose des gut gekleideten Herrn. Exklusiv auch der französische Radlaufdynamo mit elegant integriertem Scheinwerfer! Dieses feine Nostalgievelo ist ein Sammler- oder Deko-Objekt, kann aber nach einem Service auch auf der Strasse gefahren werden. Abholen in Langnau am Albis. Habe noch weitere alte und uralte Velos zu verkaufen."
"1678953524-645","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Velodachträger","Zürich, 8604, 26.02.2023","50.-","4 Dachträger Gammaparts für Velos"
"1678953524-646","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Klassisches Vintage-Damenvelo ""Mifa""","Zürich, 8135, 26.02.2023","90.-","Dieses ""Mifa""-Damenvelo aus der ehemaligen DDR hat noch die klassische Bauweise der 1930er/40er Jahre. Als Sammler- oder Deko-Objekt geeignet, kann aber durchaus auch gefahren werden. Recht guter Erhaltungszustand für das Alter (1961), braucht aber etwas Zuwendung, falls es im Strassenverkehr genutzt werden soll. Abholen in Langnau am Albis bei Zürich. Habe noch weitere alte und uralte Velos zu verkaufen."
"1678953524-647","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Antikes Velo Alcyon","Zürich, 8135, 26.02.2023","180.-","Dieses französische Damenvelo (aus den 1930er Jahren?) befindet sich in fast unberührtem Fundzustand. So belassen als Sammler- oder Deko-Objekt! Abholen in Langnau am Albis bei Zürich. Habe noch weitere alte bis uralte Velos zu verkaufen."
"1678953524-648","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","VW T4 Camper","Zürich, 8038, 26.02.2023","15'000.-","VW T4 Syncro lange Ausführung - 4x4 - Benzin - ca. 115 PS - frisch ab MFK Januar 2023 - doppelte Lichtmaschine - neuer Fahrradträger für zwei Velos - neues Sonnensegel (zweimal gebraucht), Bordbatterie, Gaskocher und Gasflasche, Wassertank und diverses Zubehör, drehbarer Fahrersitz sowie zusätzlicher drehbarer Beifahrersitz (anstelle der Bank) inklusive - optional: 4 unbenutzte flexible Solarpanels zum auf das Dach kleben (CHF 170.-), Solarregler und Batterie bereits eingebaut."
"1678953524-649","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","14 Velos Fahrräder zu verkaufen Sind okei","Zürich, 8050, 26.02.2023","690.-","14 velos

Brauchen luft und kleine service aber sind okei!

Muss abgeholt werden"
"1678953524-650","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Velo Heckträger 2 Velos","Bern, 3008, 26.02.2023","100.-","Guter Zustand. Wird mit Bändern befestigt.

Preis verhandelbar

Kann in 3008 besichtigt und aufs eigene Auto montiert werden, um sicher zu gehen, dass er passt."
"1678953524-651","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Koga Miyata Delta Pro TT Rennvelo Verfolger","Bern, 3013, 26.02.2023","1'299.-","Extrem heisser Verfolger von Koga Miyata zu verkaufen.
Wie damals üblich bei den Time Trial Velos vorne mit 26 und hinten 28 Zoll Rädli.
Hier mit sehr seltenen Gipiemme Tecno Laufradsatz, einen zweiten passenden Laufradsatz gebe ich noch dazu!

Das Velo wurde im aufgebauten Zustand wenig gefahren und war/ist mehr Deko in meinem Veloladen. Dafür aber eigentlich zu schade. Daher sucht es einen neuen Besitzer/eine neue Besitzerin...

Koga Miyata Delta Pro TT Rahmen 
Rahmenhöhe: 54cm (geeignet für Personen um die 170cm)
Shimano 600er Ausstattung mit 2x7 Gang Rahmenschaltung
Gipiemme Tecno LRS 1.Generation
Shimano 600er LRS mit Mavic OpenCD Felgen (gratis dazu)
Lenkerband wird nach Verkauf noch gewickelt

Velo kann nach Absprache in der Velowerkstatt Bern besichtigt und Probe gefahren werden!"
"1678953524-652","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Tour de Suisse Retro Damen Velo / City Bike / ab Service","Aargau, 5600, 26.02.2023","580.-","Zu verkaufen ist dieses schöne und elegante Damen Velo von Tour de Suisse, Modell Retro. Viele einzigartige Details, die schöne Frontlampe, die an der Sonne strahlenden Schmutzfänger und die wunderschöne Lackierung in schwarz mit der geschwungen Tour de Suisse Aufschrift, werten das Velo auf.

Beschreibung: 
Sehr stabiles und robustes Fahrrad
Solide Schweizer Qualität, gute Verarbeitung, kein billig Schrott 
Neue Reifen von Schwalbe mit Leuchtkranz
Neuer Sattel 
4 Neue Bremsbeläge
Neues Brremskabel inklusive Hülle hinten neu
Neues Bremskabel inklusive Hülle vorne neu
Prima Gepäckträger von Pletscher
8 spritzige Gänge (Drehschaltung) mit denen Sie überall hinkommen 
Shimano Nabenschaltung 
Licht funktioniert vorne und hinten einwandfrei übers Dynamo 
Rahmenschloss inklusive Ersatzschlüssel
Reinigung
Neidische Blicke inklusive 
Elegant und stillvoll Ankommen 

Masse: 
Rahmengrösse 51cm / bestens geeignet für Körper Grössen ab 1.60 bis 1.72m (je nach Schrittlänge) 
28 Zoll Räder 
English speakers welcome

Sonstiges: 
Normale Gebrauchsspuren wie kleine Kratzer gehören zum Lieferumfang mit dabei.
Fahrrad kann in Lenzburg besichtigt und Probe gefahren werden.
Schauen Sie sich auch meine anderen Velos im Angebot an, bestimmt werden Sie ein passendes finden.

Lieferung:
Lieferung per Bahn gegen einen Aufpreis von 25 Fr. zu einem bedienten Bahnhof schweizweit möglich.
 
Auch haben wir laufend Modelle der Marken:
Aarios, ALPA. Alpina, Bianchi, Canyon, Cilo, Condor, Coronado, Creme, Cresta, Diamant, Kristall, KTM, Mondia, Mustang, Price, Puki, Scott, Stöckli, Swiss Olympic, Tigra, Tour de Suisse, UTO, Villiger, Wheeler, etc., auf Lager."
"1678953524-653","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Heckfahrradträger","Aargau, 5415, 26.02.2023","50.-","""Mont Blanc Bike Carrier Super Rider""
Fahrradträger für bis zu 3 Velos,
Gewicht:10,8kg,
maximales Beladungsgewicht: 45 kg

abzuholen in Nussbaumen AG, kein Versand"
"1678953524-654","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Ausgebautes Bauernhaus in Au ZH","Zürich, 8804, 26.02.2023, auf homegate.ch","6'000.- pro Monat","Altes Bauernhaus, zur Miete 
Umgebung mit allen Schulen (Kindergarten bis Hochschule und internat. Schule)
Einkaufsmöglichkeit in 2 Min., Seepromenade in 4 Minuten, ÖV mit 2 Busslinien und SBB, nahe Autobahn.
Schöne, ruhige Süd-Lage, mit 2 Parkplätzen und grossem Garten.
Komplett umgebaut 1998, wiederholt restauriert.
Mit grosser Küche, komplett ausgestattet, (Hochdruck-Steamer, Gas-Einzelplatten)
Offenes Esszimmer neben Pizzaofen
Grosszügige Stube mit Kachelofen
Sowie 6 weitere Zimmer in den Geschossen 2 und 3, alle mit Einbauschränken.
Geeignet für Büros und/oder Schlafzimmer
Das grösste Zimmer (mit 8-Fuss-Billardtisch, falls gewünscht)
Ein Bad/WC, ein Du/WC, ein Gäste-WC und im Eingangsbereich zus. WC
Waschraum mit grosser Waschmaschine und Tumbler
Riesiger Keller, ca. 60 m2, unbeheizt
Veloraum für mehrere Velos, Vespas etc.
Mietbeginn nach Absprache"
"1678953524-655","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Fahrradträger für Kleinwagen zB Yaris","Bern, 3027, 26.02.2023","50.-","für bis zu 3 Velos"
"1678953524-656","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Veloträger doppelt (Gratis Versand)","Luzern, 6277, 26.02.2023","61.-","Kostenlose Lieferung innerhalb von ca. 2-4 Arbeitstagen!
Sind Sie interessiert? Sie können direkt über den Link bestellen oder uns per Kontaktformular kontaktieren.

HECKTRÄGER FÜR ZWEI VELOS

- Fahrradträger für bis zu zwei Velos
- Maximale Belastung: 30 kg
- Das Anbringen und Entfernen ist unkompliziert
- Eignet sich für die meisten gängigen Fahrzeuge 
- Keine Kratzer am Fahrzeug dank den Schutzpolster
- Faltbar und einfach zu verstauen
- Wird gemäss Abbildung geliefert


Art. 6871"
"1678953524-657","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Fahrradträger für Kleinwagen zB Yaris","Bern, 3027, 26.02.2023","50.-","fahrradträger für 3 Velos"
"1678953524-658","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Kleintransporte mit Lieferwagen","Zürich, 8415, 26.02.2023","60.-","Biete Transporte innerhalb der Schweiz ab Region Winterthur/Schaffhausen an

Aufwandsberechnung CHF 60 pro Stunde, bei längeren Strecken nach Kilometer

Transport von Möbeln, Geräten usw. Bin auch gut ausgerüstet für den Transport von Motorrädern und Velos. Gegebenenfalls müsste jemand beim Auf- und Abladen helfen

Fragen Sie an für ein unverbindliches Angebot!"
"1678953524-659","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Transport Tasche E-Bike - Trans Z Bag","Bern, 3011, 26.02.2023","80.-","Zu verkaufen neue (Verpackung ungeöffnet) Transporttasche für Velos: Trans Z Bag. Abholung in Bern oder Versand gegen Übernahme Versandkosten. Preis verhandelbar."
"1678953524-660","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=19&query=velos","Occasion City Bike","Luzern, 6015, 26.02.2023","220.-","Marke: N
Rahmen: Stahl
Rahmenhöhe: 52 cm
Farbe: Blau
24g Shimano Deore
Pneu: 26x2.125
Batterie-Licht
sehr guter Zustand

Velos Ineichen
Hauptstrasse 58
6015 Luzern"
"1678953527-661","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Fahrradlift  Velolift Skiboxenlift","Luzern, 6020, 28.02.2023","15.-","Der Fahrrad-Lift ermöglicht eine platzsparende Aufhängung eines Velos.
Geeignet für Decken von bis zu 4 Metern Höhe
Max. Gewicht: 20 kg
Einschliesslich Aufhängehaken
Schnelle und einfache Befestigung an der Decke
Haken mit einer Gummibeschichtung versehen
Spart Platz und schützt Ihre Reifen


Der zu verkaufende Artikel ist ungebraucht und originalverpackt.
Barzahlung bei Abholung"
"1678953527-662","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Snowboard-, Ski und Veloträger","Appenzell Ausserrhoden, 9056, 28.02.2023","250.-","Top Dachträger für Snowboard, Ski und Velos.

Marke: Mercedes Benz & Thule

Passt auf diverse Automodelle. Braucht einfach eine freistehende Gallerie/Schiene auf dem Dach, um den Dachträger zu befestigen."
"1678953527-663","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Zu verkaufen","St. Gallen, 8737, 28.02.2023","400.-","ZWEI Fischli-Bike Velos 26""
Auch einzeln erhãltlich"
"1678953527-664","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Schalthebel LINKS 2/3x10 Shimano Deore SL-M610","Aargau, 5210, 28.02.2023","5.-","Termin schriftlich mit mir vereinbaren, erst dann schicke ich die Abholadresse.
Versand kostet 8.- .
1 Schalthebel LINKS.
Shimano Deore SL-M610.
Funktioniert sehr gut.
Habe sehr viele Velos, Mofas und Ersatzteile zu verkaufen."
"1678953527-665","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","VW T4 California Freestyle","Basel-Landschaft, 4402, 27.02.2023","32'000.-","Erste Inverkehrssetzung 26.06.2003
MFK Prüfung 14.10.2022 
neue Kupplung und AHK 2000 Kg Oktober 2022 montiert
ca. 190?000 Km (im Verkehr, Probefahrt möglich) 
Motor 2.5 Liter Diesel mit 102 PS (Schiffsdiesel unzerstörbar) 
Servicegepflegt
4 Winterpneus montiert
2 Zusatzbatterien
Standheizung 
Klimaanlage 
Fliegengitter zu Schiebefenster 
Aufstelldach mit 2 Schlafplätzen oben
Abklappbare Rücksitzbank mit 2 Schlafplätzen unten
Rücksitzbank verschiebbar mit Sicherheitsgurten
Original Tisch zum Einhängen 
Vordersitze drehbar 
Sitzüberzüge vorne und hinten
Isofix an Rücksitzbank 
Scheiben 90% abgedunkelt (Privacy) 
Caravanstore (Jalousie) Fiamma abnehmbar 
Stromanschluss 220 Volt 
Frischwassertank 80 l
Waschbecken mit herausnehmbarer Duschbrause
2 Flammen- Gasherd (Gasprüfung 2022 gemacht) 
Kühlschrank 12V
Steckdosen 12V/230V
Zentralverriegelung
Parksensoren hinten mit Display (nachträglich eingebaut, siehe Foto) 
Elektrisch verstellbare und beheizbare Außenspiegel
Radio / CD Player 
Fahrradträger für 2 Velos
Mehr Fotos auf Anfrage 
Verkaufspreis leicht verhandelbar"
"1678953527-666","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","Mädchen Velos","St. Gallen, 9016, 27.02.2023","200.-","IM AUFTRAG ZU VERKAUFEN
Die Velos stehen in St. Gallen, Nähe der Stephanshorn Klinik.

Zwei sehr gut erhaltene und kaum gebrauchte Mädchen Velos.
1 x 24"" Räder (blaues Velo)
1 x 26"" Räder (weisses Velo)
Bei einem wurde leider der Sattel im Veloraum gestohlen und seitdem stehen die Velos im Kellerraum.

Verkauf wegen Platzmangel und Nichtgebrauch.

Preis ist für beide Velos, können aber auch einzeln gekauft werden.
100.- /Velo.

Bei Interesse bitte melden."
"1678953527-667","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=18&query=velos","GRATIS-Versand: Super revidiertes CRESTA 7-G. SCHWEIZERVELO","Bern, 3814, 27.02.2023","399.-","Schweizer Qualitätsvelo in sehr gutem weitgehendst Originalzustand und vom Fachmann revidiert

Hersteller : CRESTA
28 Zoll
Rahmengrösse : 50cm
7-Gang

Dieses Fahrrad wurde (im Gegensatz zu fast allen neuen Velos heute) in der Schweiz mit Qualitätskomponenten hergestellt:

Stahlrahmen aus Schweizer Produktion
Pletscher Gepäckträger
Shimano Exage 7-Gang Kettenschaltung (mit Berggang)
Shimano SLR Bremsen
Shimano Exage Kurbeln
Alesa Felgen
Funktionierende Original Beleuchtung über Union Dynamo
Original Cresta Glocke
Selle Italia Sattel
Beide Schwalbe Delta Cruiser Reifen in gutem Zustand

Das Velo wurde fachmännisch revidiert und gereinigt und der Vollservice durchgeführt. Es ist, trotz Gebrauchsspuren, die dem Alter entsprechen, in sehr schönem Zustand und voll funktionstüchtig.

Das Velo läuft sehr gut! Darauf sitzen und losfahren...

Besichtigung und Probefahrt möglich - bitte Termin vereinbaren.

Abzuholen im Veloladen in 3800 Interlaken. Oder Gratis-Versand per Bahn :
Abholung durch Käufer (Barzahlung) oder, gegen Vorauszahlung des Kaufbetrags, an jeden bedienten Bahnhof in der Schweiz lieferbar"
